2612743,Around the World with Douglas Fairbanks,1
2612725,Around the World in Eighty Days,1
2612717,Around the World in 80 Days,0
2612830,Arranged,0
2613980,Arthur,1
2613985,Arthur,0
2614017,Arthur Christmas,0
2614153,Article 99,0
2614214,Artificial Intelligence: AI,0
2595431,Amy's Organic Garden,0
2615078,As It Is in Heaven,0
2615438,As You Desire Me,1
2617202,Aspen Extreme,0
2617848,Assassination,1
2946271,Heathers,0
2617850,Assassination Games,0
2946390,Heaven Is for Real,1
2617925,Assault on Precinct 13,0
2618188,Assisted Living,0
2948446,Hell's Kitchen,0
2618556,Astro Boy,0
2618986,At Close Range,0
2619036,At First Sight,0
2619141,At Long Last Love,0
2619195,At Play in the Fields of the Lord,0
2955325,High School Musical 3: Senior Year,1
2620212,Atlantis Down,0
2620233,Atlantis: The Lost Empire,0
2620263,Atlas Shrugged: Part I,1
2620262,Atlas Shrugged II: The Strike,0
2620264,Atlas Shrugged: Part III,0
2620503,Atonement,1
2963579,Home of the Brave,1
2620748,Attack,1
2620784,Attack of the 50 Foot Woman,1
2963583,Home of the Brave,0
2969535,House,0
2622357,August,0
2622401,August Evening,1
2622436,August: Osage County,1
2623187,Austin Powers: International Man of Mystery,1
2623190,Austin Powers: The Spy Who Shagged Me,1
2623183,Austin Powers in Goldmember,1
2623211,Australia,0
2623437,Auto Antics,1
2623932,Autumn in New York,0
2624300,Avanti!,1
2624361,Avatar,1
2624535,Avenged,1
2624561,Avengers: Age of Ultron,1
2625136,Awake,1
2625452,Away We Go,0
2949296,Helping Hands,1
2690733,BUtterfield 8,1
2627509,Babe,1
2627548,Babel,1
2627988,Baby Boy,1
3019035,Jane Got a Gun,0
3023151,Jersey Boys,1
2628150,Baby Face Nelson,1
2628234,Baby It's You,0
3028273,Johnny Handsome,0
2628181,Baby Geniuses,1
2628439,Baby's Day Out,0
3049901,Kill the Irishman,0
3053616,Kiss the Girls,1
2628857,Bachelorette,0
2629089,Back in the Day,1
2629373,Back to School,1
2629743,Backlash,1
2629663,Backdraft,1
2629960,Backstreet Boys: Show 'Em What You're Made Of,1
3115737,Letters to God,0
2630260,Bad Blood... the Hunger,0
2630303,Bad Boys,1
2630318,Bad Boys II,1
2630385,Bad Company,0
2630443,Bad Day at Black Rock,1
2630473,Bad Dreams,1
2630594,Bad Grandpa,1
2630673,Bad Influence,1
2630731,Bad Lieutenant,1
2630811,Bad Moon,0
2630919,Bad Santa,1
2631037,Bad Words,0
3136135,Love Field,0
3136782,Love Jones,1
2631647,Baggage Claim,1
2632286,Bait,0
3136500,Love in the Time of Cholera,0
2633641,Ball & Chain,0
3137898,Love's Abiding Joy,0
2633817,Ballast,0
2633997,Ballistic: Ecks vs. Sever,0
2634438,Bamboozled,0
2634813,Band of the Hand,0
2635038,Bandits,0
2634969,Bandido,0
2635069,Bandolero!,1
2635081,Bandslam,0
2635453,Bangkok Dangerous,0
2635991,Baptists at Our Barbecue,0
2636093,Bar Starz,0
2636211,Baraka,0
2636399,Barbarosa,0
2636475,Barbershop,1
2636478,Barbershop 2: Back in Business,1
2636626,Barcelona,1
2637086,Barefoot,0
2637903,Barney's Great Adventure,0
3180426,Million Dollar Baby,1
2638332,Barry Lyndon,1
2638404,Bart Got a Room,0
2638457,Barton Fink,0
2638797,Basic Instinct,1
2638778,Basic,0
2638799,Basic Instinct 2,0
2638965,Basquiat,0
3209196,My Sister's Keeper,1
2639524,Batman,0
2639514,Batman & Robin,0
2639536,Batman Begins,1
2639648,Batman: Mask of the Phantasm,0
2639726,Bats,1
2639879,Battle Circus,1
2639866,Battle Beyond the Stars,1
2639963,Battle Los Angeles,1
2639926,Battle for the Planet of the Apes,1
2639948,Battle in Seattle,0
2640151,Battle of the Year,0
2640254,Battleground,1
2640237,Battlefield Earth,0
2640299,Battleship,0
3238682,Nothing to Lose,0
2641075,Be Cool,1
2641163,Be Kind Rewind,0
2641573,Beachhead,1
2641633,Bean,1
3260253,Only the Strong,0
3260225,Only the Brave,0
2641961,Beastmaster 2: Through the Portal of Time,0
2641957,Beastly,1
2641983,Beasts of the Southern Wild,1
2642351,Beau Brummell,0
2642419,Beautiful,0
2642529,Beautiful Creatures,0
2642883,Beauty and the Beast,1
2643147,Beavis and Butt-Head Do America,1
2643279,Because of Winn-Dixie,1
2643351,Becket,1
2643663,Bedazzled,0
2643736,Bedknobs and Broomsticks,0
2643862,Bedtime Stories,1
2643947,Bee Season,0
2643943,Bee Movie,0
2644083,Beer League,0
3313891,Pride and Glory,0
2644214,Beetlejuice,1
2644179,Beethoven's 2nd,1
2644119,Beerfest,1
2644412,Before Sunrise,1
2644416,Before Sunset,1
2644447,Before the Devil Knows You're Dead,0
2644747,Beginners,1
2644733,Begin Again,1
2645018,Behind Enemy Lines,1
2645132,Behind the Burly Q,0
2645247,Behind the Green Door,1
3340261,Red Tails,0
2646199,Being John Malkovich,1
2646202,Being Julia,0
2646850,Bella,1
2647183,Bellflower,1
2647278,Belly,1
2647367,Beloved,0
2647847,Ben-Hur: A Tale of the Christ,0
2647844,Ben-Hur,1
2648059,Beneath the Darkness,1
2648087,Beneath the Planet of the Apes,1
2648402,Benji,1
2648690,Beowulf,0
2648692,Beowulf,0
2649332,Bernie,1
2649827,Best Defense,1
3349948,Rich in Love,0
3347630,Return to Me,1
2649949,Best Laid Plans,0
3351539,Righteous Kill,0
2649939,Best in Show,1
2650707,Betrayed,1
2650709,Betrayed,1
2650895,Better Luck Tomorrow,1
2650886,Better Living Through Chemistry,0
3360856,Rosemary's Baby,1
3364258,Run All Night,0
2651718,Beverly Hills Cop,1
2651722,Beverly Hills Cop II,1
2651725,Beverly Hills Cop III,0
2651714,Beverly Hills Chihuahua,1
2651912,Bewitched,0
2652190,Beyond Galilee,1
2652320,Beyond Rangoon,0
2652321,Beyond Re-Animator,0
2652027,Beyond a Reasonable Doubt,0
2652616,Beyond the Mat,1
2652716,Beyond the Sea,0
2652775,Beyond the Valley of the Dolls,1
2653720,Bhowani Junction,0
2654319,Bicentennial Man,0
2654710,Big,1
2655554,Big Daddy,1
2655660,Big Eyes,1
2655677,Big Fat Liar,1
2655694,Big Fish,0
2655848,Big Jake,1
3421465,Smokin' Aces,1
2655803,Big Hero 6,1
2656093,Big Night,1
2655999,Big Momma's House,1
2656000,Big Momma's House 2,1
2655981,Big Miracle,0
3422891,Snow Falling on Cedars,0
2656305,Big Stan,0
2656670,Big Trouble in Little China,0
2656667,Big Trouble,0
3177367,Mickey's Christmas Carol,1
2657620,Bill & Ted's Excellent Adventure,1
2657619,Bill & Ted's Bogus Journey,1
3431508,Soul Survivors,0
2658203,Billy Jack,1
2658077,Billy Bathgate,0
2658232,Billy Madison,1
3435240,Speedway Junky,0
3444867,Step Up 3D,1
3444871,Step Up Revolution,1
2658721,Bingo,0
3448941,Strange Days,0
2658915,Bio-Dome,0
2659319,Bird,0
3450616,Streets of Fire,0
2659422,Bird on a Wire,1
2659526,Birdman or (The Unexpected Virtue of Ignorance),1
2659608,Birds of Passage,1
2659724,Birth,0
2660045,Bis ans Ende der Welt,0
3482327,Texas Rangers,0
2660466,Bite the Bullet,1
2660653,Bitter Moon,0
2661160,Black & White: A Love Story,1
2661832,Black Christmas,1
2662094,Black Dynamite,0
2662374,Black Hawk Down,1
2662619,Black Knight,0
2662791,Black Mass,0
2663145,Black Rain,1
2663352,Black Snake Moan,0
2663462,Black Swan,1
2661296,Black and White,0
2662987,Black or White,1
2663877,Blackhat,0
2664238,Blade Runner,1
2664213,Blade,1
2664222,Blade II,1
2664264,Blades of Glory,1
2664328,Blake of Scotland Yard,1
3498085,The Box,0
2664665,Blast from the Past,0
2664866,Blazing Saddles,1
2665082,Bless the Child,0
2665053,Blended,1
2665336,Blind Date,1
2665513,Blind Husbands,1
2665493,Blind Fury,0
2665510,Blind Horizon,0
2665882,Blink,1
3504775,The Client,1
2666171,Block Party,1
2666367,Blonde Ambition,0
2666659,Blood Alley,1
2666856,Blood Diamond,0
2667350,Blood Simple.,1
2667486,Blood Work,0
2667425,Blood Ties,0
2666724,Blood and Wine,0
2667694,BloodRayne,0
2667588,Bloodhounds of Broadway,0
2667724,Bloodsport,1
2668195,Blow Out,0
2668111,Blow,1
2668272,Blowing Wild,1
2668368,Blown Away,0
2668399,Blowup,1
2668617,Blue City,0
2668596,Blue Car,0
2668649,Blue Crush,1
2668774,Blue Hawaii,1
2668881,Blue Like Jazz,0
2669094,Blue Ruin,0
2669133,Blue Sky,0
2669163,Blue Streak,1
3512571,The Devil Wears Prada,1
2669260,Blue Velvet,1
2668819,Blue in the Face,0
2669208,Blue Valentine,1
2669479,Blues Brothers 2000,0
2669980,Boardinghouse,1
2670032,Boat Trip,0
2670066,Bob & Carol & Ted & Alice,1
2670454,Bobby,0
2671034,Body Double,0
2671148,Body Parts,0
2671185,Body Snatchers,0
2671126,Body of Evidence,0
2671131,Body of Lies,0
2671459,Bogus,0
2671578,Boiling Point,1
2671568,Boiler Room,1
2671996,Bolero,1
2672238,Bolt,0
2672338,Bomb the System,0
2673109,Bones,0
2673373,Bonnie and Clyde,1
2673738,Boogie Nights,1
2673714,Boogeyman,1
2673840,Book of Shadows: Blair Witch 2,1
2673994,Boom Town,1
2674061,Boomerang,1
2674466,Bopha!,0
2674535,Bordello of Blood,0
2674497,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1
2674700,Borderline,1
2674754,Bordertown,0
2675105,Born on the Fourth of July,1
3523645,The Four Horsemen of the Apocalypse,1
3523646,The Four Horsemen of the Apocalypse,0
3523633,The Four Feathers,0
3524344,The Fugitive,1
2675858,Bottle Rocket,0
2675862,Bottle Shock,0
2676239,Bound,0
2676181,Bounce,1
2676336,Bound by Honor,0
3526075,The Gift,1
2676735,Bowfinger,1
2676752,Bowl of Dreams,0
2676777,Bowling for Columbine,1
2676842,Box Elder,0
2677148,Boy Culture,0
2677446,Boyhood,1
2677536,Boys Don't Cry,1
2677503,Boys and Girls,1
2677641,Boys on the Side,1
2677725,Boyz n the Hood,1
3530003,The Greatest Show on Earth,1
3530021,The Greatest Story Ever Told,0
2678042,Brain Dead,0
2678163,Brainstorm,0
2678214,Brake,0
2678723,Brave,1
2678809,Braveheart,1
2678833,Bravo,1
2679323,Breakdown,1
2679417,Breakfast at Tiffany's,1
2679446,Breakfast of Champions,0
2679571,Breaking Away,0
2679683,Breaking In,0
2679996,Breaking Upwards,1
2680019,Breakout,1
2680572,Brenda Starr,0
2680765,Brewster's Millions,1
2680889,Brick,1
2680968,Bride & Prejudice,0
2681035,Bride Wars,1
2680998,Bride of Chucky,1
2681166,Bridge to Terabithia,1
2681136,Bridge of Spies,1
2681221,Bridget Jones's Diary,1
2681223,Bridget Jones: The Edge of Reason,1
2681401,Brigadoon,0
2681421,Brigham City,0
2681546,Brighton Beach Memoirs,0
2681719,Bring It On,1
2681904,Bringing Up Baby,0
2681880,Bringing Out the Dead,0
2681847,Bringing Down the House,1
2682565,Broadway Danny Rose,1
2682490,Broadcast News,1
2682774,Brokedown Palace,0
2682770,Brokeback Mountain,1
2682937,Broken Arrow,1
2683002,Broken City,0
2683079,Broken Flowers,1
2683060,Broken English,0
2683135,Broken Hill,0
2683382,Broken Vessels,0
3548535,The Loss of Sexual Innocence,0
3548462,The Lord of the Rings: The Two Towers,1
3548516,The Losers,0
3548966,The Lost Weekend,1
2683811,Brooklyn Rules,0
2683797,Brooklyn Lobster,0
2683920,Brother,0
2684197,Brothers,1
2684150,Brotherly Love,0
2684275,Brothers in Arms,0
2684529,Brubaker,0
2684451,Brown Sugar,1
2684543,Bruce Almighty,0
3554926,The Merchant of Venice,0
3556121,The Miracle Man,1
2685441,Bubble Boy,0
2685399,Bubba Ho-Tep,1
2685423,Bubble,0
2685736,Buck Privates,1
2685743,Buck Rogers in the 25th Century,1
2685857,Bucky Larson: Born to Be a Star,0
2686098,Buddy Buddy,0
2686413,Buffalo '66,1
2686538,Buffy the Vampire Slayer,1
2686569,Bug,1
2686717,Bugsy,1
3563323,The Other Boleyn Girl,0
3563587,The Other Side of Heaven,0
2687301,Bull Durham,1
2687353,Bulldog Drummond,1
2687465,Bulletproof,0
2687511,Bullets Over Broadway,0
2687466,Bulletproof,0
2687472,Bulletproof Monk,0
2687595,Bullitt,1
2687647,Bully,1
3565959,The Perez Family,0
2687741,Bulworth,0
3566734,The Philadelphia Experiment,0
3567595,The Place Beyond the Pines,1
3569772,The Prince of Tides,1
2688673,Buried,0
3569773,The Prince of Town,1
2688795,Burlesque,0
2688915,Burn After Reading,1
2688897,Burn,1
2689255,Burnt,0
2689515,Bus Stop,1
3571681,The Quiet American,0
2690388,But I'm a Cheerleader,1
2690483,Butch Cassidy and the Sundance Kid,1
2690478,Butch and Sundance: The Early Days,0
3575954,The Road,0
2690867,Butterfly on a Wheel,0
3579890,The Secret Life of Walter Mitty,0
3579825,The Secret Life of Bees,1
2691607,By the Sea,0
3580215,The Secrets of Jonathan Sperry,1
2692600,C'era una volta il West,1
2692918,C.H.U.D.,1
2705921,CBGB,0
2743481,CQ,0
2693040,Ca$h,0
2693126,Cabaret,1
3582851,The Single Standard,1
2693267,Cabin in the Sky,1
2693258,Cabin Fever,1
2693486,Cactus Flower,1
2693572,Caddyshack,0
2693573,Caddyshack II,0
2693653,Cadillac Records,0
2693662,Cadmium Red Light,0
2693788,Cafe Society,0
2694519,Calendar Girl,0
2694526,Calendar Girls,1
2694658,California Casanova,1
2694845,Caligola,0
2694801,California Solo,0
2694943,Call + Response,1
2695117,Call Me Mister,1
2695920,Camelot,1
2695990,Camera Obscura,0
2696129,Camille,0
2696080,Cameron's Closet,0
2696132,Camille,0
2696349,Camp,1
2697106,Can't Be Heaven,1
2697195,Can't Stop the Music,0
2697153,Can't Hardly Wait,1
2697451,Canadian Bacon,0
2697949,Candy,1
2698094,Candyman,1
2698667,Canvas,0
2698863,Cape Fear,1
2699105,Capote,1
2699277,Captain America,0
2699287,Captain America: The First Avenger,1
2699293,Captain America: The Winter Soldier,1
2699371,Captain Corelli's Mandolin,0
3595200,The Unafraid,1
2699563,Captain Ron,0
2699541,Captain Phillips,1
2699581,Captain Spanky's Show Boat,1
2699736,Captivity,0
2700217,Caravans,0
2700894,Carlito's Way,1
2701107,Carmen,1
2701734,Carnosaur,1
2702110,Carrie,1
2702035,Carpool,0
2702113,Carrie,1
2702342,Cars,1
2702345,Cars 2,0
2702436,Cartas a Elena,0
3607611,Thirteen Days,0
3607455,Third Person,0
2702765,Casa de mi Padre,0
2702862,Casablanca,1
2703017,Case 39,0
2703343,Casino Royale,1
2703320,Casino,0
2703344,Casino Royale,1
2703393,Casper,1
3612207,Thunderbolt and Lightfoot,1
2703563,Cast Away,1
2704096,Casualties of War,0
2704241,Cat People,1
2704242,Cat People,0
2704235,Cat on a Hot Tin Roof,1
2704595,Catch Me If You Can,1
2704597,Catch Me If You Can,1
2704618,Catch That Kid,0
2704558,Catch a Fire,0
2704544,Catch .44,0
2704640,Catch-22,1
2705003,Cats & Dogs,1
2705005,Cats & Dogs: The Revenge of Kitty Galore,0
2705022,Cats Don't Dance,0
3652470,Under Suspicion,0
2705119,Catwoman,0
3657694,Until They Sail,0
3657295,Unstoppable,0
2705532,Cavalcade,1
2705754,Cavite,1
2706193,Cecil B. DeMented,0
2706478,Celebrity,0
2706772,Cellular,1
2707160,Center Stage,0
2707684,Certifiably Jonathan,0
2708377,Chain Reaction,0
2708336,Chain Letter,0
2708502,Chairman of the Board,0
2708678,Chalk,1
3691502,West of Zanzibar,1
